ID,Total Tasks,Task Completion Rate,Error Rate,Attendance,Productivity Score
70487,20,60,20,60,40
70488,30,40,30,50,37
70489,10,80,50,20,41
70490,30,60,70,10,43
70491,90,70,50,10,60
70492,70,20,90,90,63
70493,10,60,10,60,35
70494,50,90,10,90,62
70495,10,60,40,80,45
70496,90,80,40,50,69
70497,20,80,70,40,52
70498,20,20,60,70,38
70499,40,60,60,90,60
70500,80,20,70,70,58
70501,60,10,20,80,41
70502,70,50,30,40,50
70503,10,20,40,70,31
70504,20,60,20,60,40
70505,40,60,90,20,52
70506,50,90,70,20,60
70507,80,70,50,90,73
70508,70,80,90,50,73
70509,40,20,90,50,46
70510,30,30,90,90,54
70511,20,10,90,60,39
70512,60,90,20,10,51
70513,80,90,80,40,75
70514,90,20,20,40,45
70515,30,10,50,40,30
70516,10,30,70,10,28
70517,80,20,90,20,52
70518,30,20,90,90,51
70519,50,10,30,40,32
70520,50,50,70,20,48
70521,90,70,50,70,72
70522,20,50,10,30,29
70523,60,90,40,30,59
70524,10,80,40,90,53
70525,50,80,30,60,57
70526,30,30,10,30,26
70527,30,80,70,60,59
70528,30,20,10,50,27
70529,30,50,30,30,36
70530,80,80,30,10,56
70531,40,90,10,40,49
70532,10,50,10,60,32
70533,10,50,40,50,36
70534,30,70,60,80,58
70535,20,70,30,80,49
70536,20,90,40,40,49
70537,80,40,50,60,58
70538,50,90,20,50,56
70539,40,40,30,10,32
70540,50,70,10,40,46
70541,90,80,90,90,87
70542,30,20,30,90,39
70543,30,20,80,50,41
70544,20,30,80,10,33
70545,70,90,70,50,72
70546,40,10,30,60,33
70547,20,30,20,40,27
70548,60,20,20,60,40
70549,40,70,40,30,47
70550,50,30,20,10,30
70551,20,50,40,90,47
70552,30,70,80,90,64
70553,80,50,90,60,69
70554,50,90,50,70,66
70555,70,10,10,90,44
70556,50,90,60,60,66
70557,50,40,90,50,55
70558,50,90,90,50,70
70559,20,90,90,20,55
70560,80,60,50,70,66
70561,20,70,30,70,47
70562,10,20,30,60,27
70563,60,40,90,10,50
70564,40,40,60,80,52
70565,90,70,90,60,78
70566,10,20,70,70,37
70567,40,30,60,50,43
70568,60,70,90,50,67
70569,90,30,20,30,46
70570,60,70,50,80,65
70571,50,50,70,70,58
70572,30,90,10,60,50
70573,30,30,60,40,38
70574,70,10,70,80,54
70575,10,70,60,70,50
70576,60,30,80,60,55
70577,60,50,10,60,47
70578,60,30,20,60,43
70579,90,90,50,10,66
70580,70,80,70,30,65
70581,90,80,70,70,79
70582,20,70,80,60,55
70583,80,20,70,60,56
70584,30,80,50,70,57
70585,40,90,10,90,59
70586,20,90,30,90,57
70587,60,30,60,60,51
70588,70,50,20,20,44
70589,80,60,90,10,62
70590,10,80,50,90,55
70591,10,90,80,10,48
70592,90,60,60,50,67
70593,30,90,60,20,52
70594,90,40,20,70,57
70595,10,10,90,10,26
70596,20,60,50,90,52
70597,50,80,40,20,51
70598,20,40,10,70,34
70599,90,30,50,30,52
70600,70,60,80,50,65
70601,60,30,20,30,37
70602,10,20,40,50,27
70603,60,90,80,30,67
70604,30,30,10,60,32
70605,40,30,70,10,37
70606,90,40,30,60,57
70607,30,80,10,20,39
70608,80,30,10,30,41
70609,60,60,20,20,44
70610,80,10,90,10,47
70611,20,10,20,80,29
70612,30,40,60,30,39
70613,70,50,60,20,52
70614,60,80,40,90,68
70615,70,90,70,20,66
70616,40,90,80,10,57
70617,80,80,90,60,78
70618,30,50,30,90,48
70619,70,80,30,60,63
70620,30,70,50,20,44
70621,30,80,70,60,59
70622,90,30,60,10,50
70623,60,70,30,40,53
70624,20,50,20,30,31
70625,20,40,80,30,40
70626,40,10,60,70,41
70627,20,60,20,70,42
70628,60,20,50,40,42
70629,60,20,60,60,48
70630,90,90,10,80,72
70631,40,70,10,20,39
70632,10,60,40,80,45
70633,10,80,40,60,47
70634,80,60,90,40,68
70635,10,80,20,80,47
70636,80,60,40,60,62
70637,90,90,30,20,64
70638,70,20,80,30,49
70639,80,90,40,80,75
70640,90,10,40,30,44
70641,40,60,40,20,42
70642,30,10,70,10,28
70643,30,40,90,10,41
70644,90,30,20,20,44
70645,70,10,80,60,52
70646,10,30,40,60,32
70647,40,20,50,20,32
70648,80,60,70,40,64
70649,60,60,30,50,52
70650,20,50,80,50,47
70651,20,30,80,60,43
70652,60,90,50,50,65
70653,20,50,70,60,47
70654,70,40,50,40,51
70655,40,80,20,60,52
70656,10,50,30,70,38
70657,40,40,90,60,54
70658,90,30,90,80,70
70659,30,30,30,90,42
70660,40,70,90,80,67
70661,70,10,70,50,48
70662,10,70,50,50,44
70663,70,40,50,70,57
70664,20,10,50,60,31
70665,60,80,70,90,74
70666,20,10,20,80,29
70667,50,60,20,80,53
70668,90,50,90,60,72
70669,30,40,90,60,51
70670,50,50,60,10,44
70671,60,80,70,30,62
70672,40,20,60,70,44
70673,80,40,70,50,60
70674,10,90,80,10,48
70675,90,40,20,40,51
70676,10,20,60,60,33
70677,50,20,90,30,45
70678,50,90,60,30,60
70679,10,20,40,10,19
70680,40,70,20,40,45
70681,50,50,20,60,46
70682,80,80,10,80,66
70683,60,90,30,10,53
70684,10,30,90,90,48
70685,20,60,30,80,46
70686,90,90,10,50,66
70687,50,40,10,80,45
70688,30,50,30,40,38
70689,60,40,30,80,52
70690,20,60,60,90,54
70691,10,80,40,50,45
70692,30,10,70,90,44
70693,90,40,40,70,61
70694,60,50,90,60,63
70695,70,10,60,30,42
70696,80,70,80,30,67
70697,10,30,60,40,32
70698,20,80,70,70,58
70699,40,10,80,90,49
70700,10,60,80,90,55
70701,50,50,60,90,60
70702,50,20,90,20,43
70703,40,10,10,70,31
70704,20,50,20,60,37
70705,40,80,40,60,56
70706,20,70,50,30,43
70707,40,40,90,10,44
70708,70,70,30,80,64
70709,40,80,70,60,62
70710,50,30,80,80,56
70711,20,20,90,70,44
70712,40,60,50,60,52
70713,80,60,10,90,62
70714,40,20,60,40,38
70715,60,80,90,90,78
70716,10,50,30,20,28
70717,10,80,40,70,49
70718,50,90,70,90,74
70719,40,90,40,70,61
70720,80,30,10,10,37
70721,60,50,80,50,59
70722,10,50,80,10,36
70723,90,40,50,60,61
70724,40,40,40,20,36
70725,40,70,60,20,49
70726,40,80,20,30,46
70727,40,20,90,50,46
70728,10,80,50,80,53
70729,10,20,10,50,21
70730,80,50,90,40,65
70731,10,30,30,60,30
70732,70,70,80,90,76
70733,70,80,30,40,59
70734,10,90,90,20,52
70735,70,90,80,60,76
70736,90,60,60,50,67
70737,40,60,70,10,46
70738,60,80,40,10,52
70739,70,10,80,70,54
70740,40,40,10,40,34
70741,60,50,10,80,51
70742,90,20,80,20,53
70743,50,20,40,70,43
70744,10,60,50,70,45
70745,80,70,40,30,59
70746,50,10,50,30,34
70747,90,70,70,10,64
70748,90,70,10,50,60
70749,20,50,80,10,39
70750,80,90,30,60,69
70751,70,70,40,10,52
70752,70,90,40,40,64
70753,50,10,50,20,32
70754,60,10,70,50,45
70755,40,10,20,60,31
70756,20,30,30,10,23
70757,30,70,10,50,42
70758,10,80,70,90,59
70759,50,10,40,80,42
70760,20,40,90,60,48
70761,80,20,30,90,54
70762,90,90,30,60,72
70763,90,90,60,40,74
70764,40,20,10,70,34
70765,50,20,60,80,49
70766,10,70,70,10,40
70767,60,10,50,60,43
70768,40,10,10,70,31
70769,60,90,20,30,55
70770,10,70,10,50,36
70771,80,40,90,30,60
70772,70,60,40,20,51
70773,40,70,40,30,47
70774,10,50,60,20,34
70775,70,20,60,20,43
70776,10,80,50,60,49
70777,70,30,50,40,48
70778,40,20,70,20,36
70779,70,90,60,30,66
70780,90,80,10,70,67
70781,10,10,70,90,38
70782,90,30,40,20,48
70783,90,80,20,20,59
70784,20,10,30,40,23
70785,20,60,70,80,54
70786,30,40,40,50,39
70787,50,20,30,30,33
70788,50,80,70,70,67
70789,50,40,50,50,47
70790,80,30,70,90,65
70791,10,30,30,40,26
70792,90,50,10,30,50
70793,50,40,60,90,57
70794,30,50,10,90,44
70795,10,80,80,60,55
70796,30,30,20,50,32
70797,50,50,90,80,64
70798,80,90,60,50,73
70799,30,60,80,30,49
70800,20,30,80,30,37
70801,40,30,60,10,35
70802,20,10,60,10,23
70803,40,80,60,20,52
70804,90,50,70,50,66
70805,40,60,10,70,46
70806,80,50,30,40,53
70807,80,20,90,30,54
70808,20,30,10,80,33
70809,80,60,60,80,70
70810,10,70,40,90,50
70811,20,30,30,10,23
70812,10,40,10,90,35
70813,60,10,30,20,31
70814,20,30,50,70,39
70815,90,40,60,90,69
70816,80,30,20,20,41
70817,60,60,50,50,56
70818,10,90,30,30,42
70819,50,60,50,80,59
70820,80,60,40,70,64
70821,70,50,50,70,60
70822,90,20,50,80,59
70823,60,10,30,30,33
70824,90,40,30,60,57
70825,30,60,40,40,43
70826,30,50,70,80,54
70827,40,40,70,90,56
70828,90,90,80,60,82
70829,70,50,10,30,44
70830,10,90,60,10,44
70831,40,20,30,60,36
70832,20,10,50,30,25
70833,90,70,40,50,66
70834,80,70,50,60,67
70835,30,80,70,70,61
70836,30,60,60,10,41
70837,10,60,80,50,47
70838,60,50,50,80,59
70839,20,20,40,30,26
70840,10,70,60,40,44
70841,70,20,50,20,41
70842,30,40,40,60,41
70843,50,60,70,50,57
70844,40,10,30,20,25
70845,30,90,20,60,52
70846,10,50,80,70,48
70847,90,90,40,90,80
70848,40,50,50,40,45
70849,60,80,20,30,52
70850,50,50,40,40,46
70851,40,30,80,20,41
70852,80,50,80,40,63
70853,60,10,60,90,51
70854,20,30,20,30,25
70855,80,90,40,80,75
70856,30,10,30,20,22
70857,90,60,30,80,67
70858,80,50,90,10,59
70859,40,20,70,80,48
70860,50,70,10,60,50
70861,80,20,90,20,52
70862,50,40,60,70,53
70863,90,20,70,90,65
70864,70,30,10,60,44
70865,60,40,70,50,54
70866,60,70,50,20,53
70867,40,90,30,40,53
70868,70,20,50,70,51
70869,60,50,70,60,59
70870,30,10,30,90,36
70871,90,10,10,30,38
70872,80,70,80,50,71
70873,30,20,70,90,47
70874,10,70,60,90,54
70875,70,90,90,90,84
70876,40,60,50,50,50
70877,70,60,50,60,61
70878,50,60,80,50,59
70879,80,10,90,70,59
70880,80,10,20,90,49
70881,10,50,50,30,34
70882,90,40,60,30,57
70883,80,80,40,20,60
70884,10,40,40,60,35
70885,30,70,20,40,42
70886,40,50,30,90,51
70887,10,70,10,60,38
70888,90,10,70,70,58
70889,40,20,90,60,48
70890,10,80,50,30,43
70891,80,60,70,80,72
70892,20,30,50,10,27
70893,40,70,40,50,51
70894,60,30,60,60,51
70895,20,60,70,60,50
70896,30,50,40,50,42
70897,60,80,20,30,52
70898,60,90,50,50,65
70899,70,50,30,80,58
70900,40,10,40,60,35
70901,90,50,60,80,70
70902,10,60,90,90,57
70903,30,20,60,90,45
70904,60,50,50,60,55
70905,60,30,70,70,55
70906,80,40,80,60,64
70907,10,10,90,30,30
70908,90,50,30,30,54
70909,30,30,20,50,32
70910,90,10,80,80,62
70911,90,20,60,20,49
70912,20,30,60,70,41
70913,30,30,20,60,34
70914,70,10,90,50,52
70915,50,20,40,30,35
70916,80,40,70,30,56
70917,70,50,60,80,64
70918,50,80,90,40,65
70919,10,80,80,30,49
70920,60,70,80,40,63
70921,90,70,20,40,60
70922,70,80,90,10,65
70923,60,10,30,90,45
70924,30,80,60,30,51
70925,80,10,80,60,55
70926,90,40,80,80,71
70927,30,90,60,60,60
70928,50,70,80,80,68
70929,40,90,90,80,73
70930,40,90,50,60,61
70931,50,20,60,20,37
70932,80,20,90,30,54
70933,80,90,80,30,73
70934,60,90,30,70,65
70935,80,20,70,30,50
70936,30,20,10,30,23
70937,60,70,10,40,49
70938,70,20,20,20,35
70939,50,20,30,20,31
70940,90,10,20,70,48
70941,30,60,90,60,57
70942,50,40,90,90,63
70943,70,60,50,30,55
70944,40,10,10,70,31
70945,70,60,90,10,59
70946,50,20,30,80,43
70947,90,30,80,20,56
70948,40,10,90,80,49
70949,90,20,30,20,43
70950,10,90,90,40,56
70951,70,70,80,10,60
70952,30,80,90,10,53
70953,50,10,60,70,44
70954,20,90,10,10,37
70955,80,90,40,30,65
70956,50,90,10,60,56
70957,10,30,50,10,24
70958,20,30,80,20,35
70959,30,40,10,40,31
70960,50,40,10,90,47
70961,80,20,60,80,58
70962,30,60,40,30,41
70963,40,10,60,40,35
70964,50,60,10,40,43
70965,70,50,60,50,58
70966,60,80,30,40,56
70967,10,50,10,80,36
70968,10,80,80,10,45
70969,70,80,50,90,73
70970,80,30,90,90,69
70971,80,60,50,60,64
70972,30,70,30,90,54
70973,80,80,30,10,56
70974,30,50,20,10,30
70975,30,10,40,10,22
70976,30,80,50,40,51
70977,60,80,40,50,60
70978,40,60,10,80,48
70979,40,90,90,10,59
70980,50,60,20,40,45
70981,50,70,60,70,62
70982,10,30,50,20,26
70983,30,50,80,10,42
70984,40,30,60,90,51
70985,50,40,40,70,49
70986,80,70,90,40,71
70987,80,30,30,40,47
70988,90,60,90,40,71
70989,10,30,10,30,20
70990,10,20,10,50,21
70991,10,60,80,20,41
70992,20,70,80,60,55
70993,60,90,50,90,73
70994,10,10,20,10,12
70995,40,10,60,90,45
70996,10,20,70,20,27
70997,70,60,90,60,69
70998,40,80,30,30,48
70999,40,30,70,10,37
71000,30,50,10,60,38
71001,20,20,10,60,26
71002,80,30,70,30,53
71003,80,60,30,20,52
71004,60,30,90,80,61
71005,20,50,80,50,47
71006,20,20,80,80,44
71007,10,90,30,90,54
71008,10,40,40,30,29
71009,60,30,70,60,53
71010,80,10,70,80,57
71011,40,70,10,30,41
71012,10,70,70,20,42
71013,70,40,30,60,51
71014,90,10,80,60,58
71015,20,70,10,60,41
71016,50,60,90,30,57
71017,40,20,80,80,50
71018,30,80,10,70,49
71019,70,40,50,80,59
71020,30,30,20,50,32
71021,20,20,50,10,24
71022,80,80,30,20,58
71023,20,40,70,80,48
71024,70,30,50,30,46
71025,90,50,50,10,54
71026,50,40,90,30,51
71027,60,20,90,10,44
71028,10,50,50,80,44
71029,80,70,50,80,71
71030,50,70,80,30,58
71031,60,40,50,10,42
71032,30,10,60,50,34
71033,30,50,80,20,44
71034,30,70,90,40,56
71035,50,40,70,90,59
71036,30,40,80,60,49
71037,70,20,50,40,45
71038,10,40,50,40,33
71039,90,90,50,10,66
71040,80,90,70,50,75
71041,10,20,50,10,21
71042,40,40,70,60,50
71043,10,10,20,90,28
71044,50,70,40,50,54
71045,20,60,90,70,56
71046,40,40,20,60,40
71047,80,20,50,70,54
71048,40,30,60,10,35
71049,90,10,90,60,60
71050,90,80,60,10,65
71051,80,40,90,10,56
71052,60,60,60,40,56
71053,10,80,30,20,37
71054,70,10,60,90,54
71055,40,90,80,40,63
71056,50,80,60,70,65
71057,10,70,70,20,42
71058,50,60,30,10,41
71059,90,60,10,30,53
71060,30,40,10,50,33
71061,10,60,70,60,47
71062,30,20,20,70,33
71063,20,80,30,80,52
71064,30,10,10,40,22
71065,50,50,80,60,58
71066,80,60,70,20,60
71067,50,10,90,20,40
71068,60,70,10,30,47
71069,50,50,90,20,52
71070,50,20,30,30,33
71071,40,40,80,30,46
71072,40,20,70,60,44
71073,80,90,50,50,71
71074,10,10,10,40,16
71075,70,50,20,60,52
71076,70,20,30,30,39
71077,70,90,30,60,66
71078,30,30,20,40,30
71079,20,70,90,60,57
71080,90,70,50,10,60
71081,90,50,80,80,74
71082,50,90,30,40,56
71083,40,30,80,80,53
71084,40,50,30,90,51
71085,90,60,30,80,67
71086,80,80,60,20,64
71087,30,40,80,10,39
71088,50,90,40,70,64
71089,90,30,10,10,40
71090,50,70,60,30,54
71091,10,20,70,80,39
71092,90,40,90,30,63
71093,10,10,90,60,36
71094,80,10,90,10,47
71095,50,40,70,60,53
71096,10,50,20,30,28
71097,40,90,30,60,57
71098,30,90,60,60,60
71099,40,50,60,60,51
71100,40,40,40,40,40
71101,50,60,90,70,65
71102,30,80,80,30,55
71103,80,10,40,70,49
71104,80,70,60,80,73
71105,50,70,70,20,54
71106,70,10,40,50,42
71107,40,80,40,90,62
71108,80,20,40,60,50
71109,50,40,60,90,57
71110,30,70,50,40,48
71111,30,20,70,50,39
71112,80,60,30,50,58
71113,20,30,30,70,35
71114,40,60,50,10,42
71115,80,60,20,60,58
71116,70,60,30,80,61
71117,30,20,10,60,29
71118,50,90,90,70,74
71119,70,80,10,20,51
71120,70,20,70,10,43
71121,60,10,30,40,35
71122,30,80,60,30,51
71123,70,80,80,90,79
71124,90,70,30,40,62
71125,80,10,20,80,47
71126,60,70,80,30,61
71127,30,60,60,90,57
71128,50,60,30,70,53
71129,40,10,10,10,19
71130,80,40,80,60,64
71131,10,30,60,50,34
71132,50,70,40,30,50
71133,20,40,10,80,36
71134,10,70,10,70,40
71135,70,40,60,70,59
71136,10,30,30,10,20
71137,80,30,60,60,57
71138,90,20,90,20,55
71139,20,70,90,20,49
71140,10,30,50,10,24
71141,30,30,60,20,34
71142,50,50,60,40,50
71143,20,70,40,70,49
71144,20,70,30,20,37
71145,70,30,40,60,50
71146,70,60,10,30,47
71147,30,50,90,80,58
71148,90,50,70,70,70
71149,80,10,60,30,45
71150,80,80,80,40,72
71151,50,70,40,70,58
71152,90,50,90,20,64
71153,60,70,80,30,61
71154,30,10,20,10,18
71155,10,90,70,80,60
71156,90,30,90,50,64
71157,50,60,20,30,43
71158,40,80,40,90,62
71159,50,70,10,10,40
71160,90,10,50,60,52
71161,30,50,30,70,44
71162,40,50,80,80,59
71163,20,90,50,20,47
71164,30,10,90,90,48
71165,50,30,80,60,52
71166,40,70,90,30,57
71167,80,70,60,40,65
71168,90,10,20,90,52
71169,30,80,30,80,55
71170,10,10,60,10,20
71171,30,30,10,20,24
71172,70,80,80,60,73
71173,80,70,70,30,65
71174,20,70,40,60,47
71175,70,10,40,20,36
71176,60,10,40,80,45
71177,70,30,30,10,38
71178,90,20,60,90,63
71179,40,30,30,80,43
71180,20,10,40,70,31
71181,20,80,40,60,50
71182,10,90,40,30,44
71183,60,80,30,10,50
71184,30,20,30,50,31
71185,30,40,10,80,39
71186,60,80,40,10,52
71187,20,90,50,60,55
71188,90,10,70,20,48
71189,80,60,70,30,62
71190,90,80,70,70,79
71191,70,80,70,80,75
71192,20,10,80,60,37
71193,30,10,20,60,28
71194,50,90,90,20,64
71195,20,60,70,60,50
71196,50,60,40,50,51
71197,30,40,90,60,51
71198,20,80,30,20,40
71199,80,90,10,40,61
71200,70,50,60,20,52
71201,30,70,30,40,44
71202,10,90,90,50,58
71203,30,70,70,90,62
71204,80,30,10,20,39
71205,50,70,50,90,64
71206,50,40,60,20,43
71207,50,90,80,20,62
71208,90,40,40,30,53
71209,20,50,80,90,55
71210,40,80,10,80,54
71211,50,30,30,70,44
71212,40,40,60,90,54
71213,70,30,70,80,60
71214,90,70,30,30,60
71215,60,20,40,90,50
71216,90,80,60,40,71
71217,70,20,30,90,51
71218,90,30,80,50,62
71219,50,70,10,80,54
71220,50,20,90,50,49
71221,70,10,80,40,48
71222,10,70,30,80,46
71223,80,60,70,90,74
71224,80,70,10,20,51
71225,10,10,30,40,20
71226,80,70,80,80,77
71227,40,80,50,40,54
71228,90,70,50,30,64
71229,30,30,50,70,42
71230,40,60,50,30,46
71231,30,80,40,90,59
71232,80,80,20,70,66
71233,40,10,30,80,37
71234,20,10,20,30,19
71235,90,20,20,10,39
71236,60,20,50,10,36
71237,70,20,30,60,45
71238,30,90,20,30,46
71239,90,60,10,20,51
71240,80,90,10,20,57
71241,50,50,80,70,60
71242,50,40,90,90,63
71243,50,60,60,50,55
71244,80,10,50,10,39
71245,60,80,20,20,50
71246,50,70,40,80,60
71247,60,20,60,80,52
71248,40,30,60,90,51
71249,10,80,40,80,51
71250,10,80,10,70,43
71251,60,30,80,20,47
71252,60,10,80,90,55
71253,10,10,20,30,16
71254,30,20,70,20,33
71255,70,70,50,10,54
71256,30,50,50,40,42
71257,70,10,20,90,46
71258,10,50,50,20,32
71259,10,50,30,90,42
71260,40,40,90,30,48
71261,70,90,70,10,64
71262,40,40,40,20,36
71263,50,70,70,50,60
71264,40,60,80,30,52
71265,70,30,70,50,54
71266,70,80,60,40,65
71267,40,90,50,30,55
71268,40,50,80,30,49
71269,50,60,30,30,45
71270,90,80,10,70,67
71271,30,20,30,30,27
71272,50,40,30,40,41
71273,30,90,90,40,62
71274,30,20,10,20,21
71275,80,90,90,10,71
71276,30,90,50,90,64
71277,80,80,90,90,84
71278,50,30,40,40,40
71279,50,70,70,30,56
71280,40,50,20,50,41
71281,70,10,70,20,42
71282,80,90,70,60,77
71283,80,70,30,90,69
71284,60,10,40,60,41
71285,70,70,10,40,52
71286,30,20,40,90,41
71287,30,50,90,20,46
71288,70,90,60,40,68
71289,20,30,60,40,35
71290,10,90,80,20,50
71291,20,70,40,80,51
71292,20,90,10,90,53
71293,20,70,90,30,51
71294,80,10,20,60,43
71295,20,50,60,80,49
71296,10,70,20,10,30
71297,20,50,10,70,37
71298,70,50,10,60,50
71299,10,10,30,20,16
71300,20,70,50,30,43
71301,60,80,70,20,60
71302,60,30,80,20,47
71303,90,70,40,60,68
71304,70,70,70,30,62
71305,30,60,30,40,41
71306,80,40,90,40,62
71307,30,90,80,90,70
71308,30,20,70,60,41
71309,60,50,10,20,39
71310,70,10,80,90,58
71311,50,50,50,80,56
71312,20,70,10,70,43
71313,30,60,80,40,51
71314,90,20,20,60,49
71315,60,40,10,10,34
71316,60,80,50,80,68
71317,10,50,10,50,30
71318,60,30,40,10,37
71319,20,30,30,80,37
71320,30,80,70,40,55
71321,90,10,10,70,46
71322,20,70,30,30,39
71323,30,20,30,60,33
71324,40,80,30,90,60
71325,40,20,90,40,44
71326,50,10,50,60,40
71327,20,50,50,60,43
71328,30,70,90,60,60
71329,20,50,10,20,27
71330,40,80,20,60,52
71331,30,20,30,40,29
71332,40,20,60,90,48
71333,50,10,90,10,38
71334,40,80,90,50,64
71335,50,20,10,90,41
71336,50,90,70,30,62
71337,30,40,60,80,49
71338,10,20,90,60,39
71339,90,40,20,10,45
71340,30,70,60,20,46
71341,60,90,90,90,81
71342,80,30,50,80,59
71343,80,70,50,50,65
71344,60,10,90,80,55
71345,40,70,90,70,65
71346,50,30,70,40,46
71347,50,70,30,60,54
71348,90,30,30,30,48
71349,70,20,20,30,37
71350,90,10,30,40,44
71351,80,60,40,90,68
71352,90,60,90,40,71
71353,40,90,40,20,51
71354,60,10,60,10,35
71355,30,50,30,70,44
71356,40,80,30,70,56
71357,10,50,10,20,24
71358,60,30,30,40,41
71359,50,80,40,80,63
71360,50,70,90,60,66
71361,40,60,70,80,60
71362,70,80,10,60,59
71363,20,10,50,90,37
71364,70,60,30,10,47
71365,70,90,40,80,72
71366,70,30,10,60,44
71367,10,80,70,50,51
71368,70,80,20,60,61
71369,90,20,40,40,49
71370,60,70,70,20,57
71371,20,40,10,50,30
71372,50,60,60,10,47
71373,60,20,70,30,44
71374,80,90,60,40,71
71375,10,40,90,60,45
71376,70,70,20,10,48
71377,10,10,30,30,18
71378,40,20,60,90,48
71379,90,10,80,70,60
71380,70,80,10,20,51
71381,60,90,50,40,63
71382,10,50,60,10,32
71383,60,50,40,10,43
71384,90,60,50,40,63
71385,90,30,80,50,62
71386,70,80,30,70,65
71387,40,60,10,10,34
71388,70,20,10,70,43
71389,60,40,20,10,36
71390,80,40,90,80,70
71391,20,60,50,30,40
71392,40,80,10,40,46
71393,30,80,10,30,41
71394,10,60,50,20,35
71395,60,20,30,10,32
71396,70,20,30,90,51
71397,50,50,90,10,50
71398,40,20,60,10,32
71399,30,10,60,60,36
71400,90,10,80,60,58
71401,40,70,30,70,53
71402,50,60,70,70,61
71403,90,30,60,20,52
71404,70,60,70,20,57
71405,10,60,90,60,51
71406,30,60,80,20,47
71407,40,30,20,60,37
71408,60,70,30,40,53
71409,40,60,50,40,48
71410,90,60,80,40,69
71411,30,90,60,20,52
71412,20,10,60,60,33
71413,20,10,60,50,31
71414,30,50,50,40,42
71415,20,10,30,10,17
71416,20,60,60,10,38
71417,30,30,10,60,32
71418,30,10,30,30,24
71419,30,90,80,70,66
71420,50,10,90,90,54
71421,30,90,80,80,68
71422,90,40,80,60,67
71423,70,70,80,40,66
71424,50,60,50,90,61
71425,30,50,70,70,52
71426,40,30,50,90,49
71427,80,70,70,10,61
71428,60,30,80,20,47
71429,40,80,10,40,46
71430,60,50,30,80,55
71431,60,40,20,60,46
71432,10,80,70,50,51
71433,40,60,70,80,60
71434,60,60,90,30,60
71435,90,20,10,90,53
71436,90,70,30,80,70
71437,50,30,80,40,48
71438,90,40,20,70,57
71439,30,60,40,90,53
71440,20,80,70,50,54
71441,50,10,70,50,42
71442,90,60,90,90,81
71443,60,70,20,40,51
71444,90,20,50,20,47
71445,80,30,20,40,45
71446,50,90,40,40,58
71447,40,50,80,30,49
71448,20,90,90,10,53
71449,10,10,10,10,10
71450,90,90,90,80,88
71451,80,60,40,30,56
71452,70,70,90,20,64
71453,90,40,60,20,55
71454,30,50,20,10,30
71455,90,10,50,60,52
71456,50,20,40,50,39
71457,50,30,70,40,46
71458,70,70,70,70,70
71459,30,70,90,30,54
71460,70,70,90,10,62
71461,50,40,70,30,47
71462,20,80,70,20,48
71463,30,10,10,40,22
71464,60,60,10,70,52
71465,50,30,50,80,50
71466,70,20,50,10,39
71467,80,60,70,30,62
71468,10,70,30,40,38
71469,40,90,70,30,59
71470,90,80,10,80,69
71471,70,20,90,30,51
71472,20,80,20,20,38
71473,90,70,60,40,68
71474,60,60,80,50,62
71475,60,20,30,20,34
71476,50,80,70,50,63
71477,80,80,70,70,76
71478,10,70,50,80,50
71479,70,40,30,30,45
71480,70,30,90,30,54
71481,20,30,90,10,35
71482,90,30,50,70,60
71483,20,60,10,30,32
71484,10,60,40,10,31
71485,30,30,20,30,28
71486,90,80,10,50,63
71487,90,70,40,40,64
71488,10,60,40,80,45
71489,60,10,20,70,39
71490,40,50,30,20,37
71491,70,70,40,70,64
71492,70,20,60,80,55
71493,60,50,60,70,59
71494,20,90,30,60,51
71495,90,70,50,90,76
71496,50,40,50,60,49
71497,90,50,30,70,62
71498,60,90,80,90,79
71499,10,70,80,10,42
71500,80,10,30,80,49
71501,30,60,60,20,43
71502,70,10,20,30,34
71503,20,40,30,20,28
71504,80,20,10,60,44
71505,40,70,70,20,51
71506,90,10,40,50,48
71507,20,30,50,90,43
71508,20,20,60,90,42
71509,90,80,30,70,71
71510,60,80,20,70,60
71511,70,60,90,40,65
71512,80,40,60,90,66
71513,90,60,90,50,73
71514,70,70,60,20,58
71515,10,40,90,60,45
71516,70,20,10,70,43
71517,90,10,60,30,48
71518,40,50,20,30,37
71519,40,90,10,70,55
71520,40,50,40,70,49
71521,80,80,90,30,72
71522,20,30,20,60,31
71523,50,90,50,80,68
71524,50,50,30,90,54
71525,40,50,20,90,49
71526,90,50,70,40,64
71527,90,60,20,30,55
71528,70,20,30,60,45
71529,40,40,60,40,44
71530,20,40,10,90,38
71531,70,70,30,10,50
71532,60,80,20,70,60
71533,30,70,40,80,54
71534,50,40,10,60,41
71535,40,10,40,10,25
71536,20,90,40,10,43
71537,90,60,10,30,53
71538,10,10,70,90,38
71539,60,40,70,40,52
71540,10,40,70,60,41
71541,80,20,90,20,52
71542,60,40,80,30,52
71543,70,70,40,70,64
71544,60,90,60,40,65
71545,50,70,60,30,54
71546,10,70,20,50,38
71547,70,60,80,10,57
71548,90,50,10,80,60
71549,50,30,40,90,50
71550,40,90,80,10,57
71551,80,20,20,60,46
71552,10,90,70,30,50
71553,80,30,10,30,41
71554,70,80,30,40,59
71555,20,80,50,80,56
71556,30,70,50,20,44
71557,40,70,30,80,55
71558,40,60,30,20,40
71559,10,10,90,10,26
71560,70,60,40,40,55
